Word,Nmorph_ELP,LLM_Predicted_Estimate,Signed_Discrepancy_GPT_minus_NMorph,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation
codetermines,3,3,0,0,1,0,0
codfishes,3,3,0,0,1,0,0
codification,3,3,0,0,1,0,0
codified,3,3,0,0,1,0,0
codifies,3,3,0,0,1,0,0
codifying,3,3,0,0,1,0,0
codpieces,3,3,0,0,1,0,0
coeds,3,2,-1,1,0.5,1,0
coequal,3,2,-1,1,0.5,1,0
coercively,3,3,0,0,1,0,0
coerciveness,3,3,0,0,1,0,0
coexist,3,2,-1,1,0.5,1,0
coffeepots,3,3,0,0,1,0,0
cogently,3,3,0,0,1,0,0
cogwheels,3,3,0,0,1,0,0
cohabitation,3,3,0,0,1,0,0
cohabited,3,3,0,0,1,0,0
cohabiting,3,3,0,0,1,0,0
cohabits,3,3,0,0,1,0,0
cohered,3,3,0,0,1,0,0
coherence,3,2,-1,1,0.5,1,0
coherent,3,2,-1,1,0.5,1,0
coheres,3,3,0,0,1,0,0
cohering,3,3,0,0,1,0,0
cohesion,3,2,-1,1,0.5,1,0
cohesive,3,2,-1,1,0.5,1,0
coiffeurs,3,3,0,0,1,0,0
coiffured,3,3,0,0,1,0,0
coiffures,3,3,0,0,1,0,0
coinages,3,3,0,0,1,0,0
coincided,3,3,0,0,1,0,0
coincidence,3,3,0,0,1,0,0
coincident,3,3,0,0,1,0,0
coincides,3,3,0,0,1,0,0
coinciding,3,3,0,0,1,0,0
coiners,3,3,0,0,1,0,0
collaborate,3,3,0,0,1,0,0
collarbones,3,3,0,0,1,0,0
collations,3,3,0,0,1,0,0
collectedly,3,3,0,0,1,0,0
collections,3,3,0,0,1,0,0
collectively,3,3,0,0,1,0,0
collectives,3,3,0,0,1,0,0
collectivism,3,3,0,0,1,0,0
collectivize,3,3,0,0,1,0,0
collectors,3,3,0,0,1,0,0
collector's,3,3,0,0,1,0,0
colliers,3,2,-1,1,0.5,1,0
colliery,3,2,-1,1,0.5,1,0
collisions,3,3,0,0,1,0,0
collocated,3,3,0,0,1,0,0
collocates,3,3,0,0,1,0,0
collocating,3,3,0,0,1,0,0
collocation,3,3,0,0,1,0,0
colloquial,3,3,0,0,1,0,0
colloquium,3,2,-1,1,0.5,1,0
colloquy,3,2,-1,1,0.5,1,0
COLMANS,3,2,-1,1,0.5,1,0
Colombians,3,3,0,0,1,0,0
colonial,3,2,-1,1,0.5,1,0
colonies,3,3,0,0,1,0,0
colonists,3,3,0,0,1,0,0
colonization,3,3,0,0,1,0,0
colonized,3,3,0,0,1,0,0
colonizer,3,3,0,0,1,0,0
colonizes,3,3,0,0,1,0,0
colonizing,3,3,0,0,1,0,0
colony's,3,2,-1,1,0.5,1,0
COLOREDS,3,3,0,0,1,0,0
colossuses,3,3,0,0,1,0,0
Coloureds,3,3,0,0,1,0,0
colourfastness,3,3,0,0,1,0,0
colourlessly,3,3,0,0,1,0,0
colourlessness,3,3,0,0,1,0,0
coltishly,3,3,0,0,1,0,0
coltishness,3,3,0,0,1,0,0
columnists,3,3,0,0,1,0,0
combatants,3,3,0,0,1,0,0
combers,3,2,-1,1,0.5,1,0
combinations,3,3,0,0,1,0,0
combinatorial,3,4,1,1,0.5,0,1
combustibles,3,3,0,0,1,0,0
comebacks,3,3,0,0,1,0,0
comedians,3,3,0,0,1,0,0
comediennes,3,3,0,0,1,0,0
comedowns,3,3,0,0,1,0,0
comeliness,3,3,0,0,1,0,0
comers,3,2,-1,1,0.5,1,0
comfortably,3,3,0,0,1,0,0
comforters,3,3,0,0,1,0,0
comically,3,3,0,0,1,0,0
comings,3,3,0,0,1,0,0
commandant,3,2,-1,1,0.5,1,0
commanded,3,3,0,0,1,0,0
commandeer,3,2,-1,1,0.5,1,0
commander,3,3,0,0,1,0,0
commanding,3,3,0,0,1,0,0
commandment,3,3,0,0,1,0,0
commando,3,2,-1,1,0.5,1,0
commands,3,3,0,0,1,0,0
command's,3,2,-1,1,0.5,1,0
commemorate,3,3,0,0,1,0,0
commencements,3,3,0,0,1,0,0
commendably,3,3,0,0,1,0,0
commendations,3,4,1,1,0.5,0,1
commensurable,3,3,0,0,1,0,0
commensurate,3,3,0,0,1,0,0
commentaries,3,3,0,0,1,0,0
commentated,3,3,0,0,1,0,0
commentates,3,3,0,0,1,0,0
commentating,3,3,0,0,1,0,0
commentator,3,3,0,0,1,0,0
commercialism,3,3,0,0,1,0,0
commercialize,3,3,0,0,1,0,0
commercially,3,3,0,0,1,0,0
commercials,3,3,0,0,1,0,0
commingled,3,3,0,0,1,0,0
commingles,3,3,0,0,1,0,0
commingling,3,3,0,0,1,0,0
commiserate,3,3,0,0,1,0,0
commissary,3,3,0,0,1,0,0
commission,3,2,-1,1,0.5,1,0
commitment,3,3,0,0,1,0,0
commits,3,2,-1,1,0.5,1,0
committal,3,2,-1,1,0.5,1,0
committed,3,3,0,0,1,0,0
committee,3,2,-1,1,0.5,1,0
committing,3,3,0,0,1,0,0
commodiously,3,3,0,0,1,0,0
commodities,3,3,0,0,1,0,0
commoners,3,3,0,0,1,0,0
commonplaces,3,3,0,0,1,0,0
commonwealths,3,3,0,0,1,0,0
commotions,3,3,0,0,1,0,0
communicable,3,3,0,0,1,0,0
communicant,3,3,0,0,1,0,0
communicate,3,2,-1,1,0.5,1,0
communions,3,3,0,0,1,0,0
communiques,3,3,0,0,1,0,0
communistic,3,3,0,0,1,0,0
communists,3,3,0,0,1,0,0
communities,3,3,0,0,1,0,0
community's,3,2,-1,1,0.5,1,0
commutable,3,3,0,0,1,0,0
commutate,3,2,-1,1,0.5,1,0
commuted,3,3,0,0,1,0,0
commuter,3,2,-1,1,0.5,1,0
commutes,3,2,-1,1,0.5,1,0
commuting,3,3,0,0,1,0,0
companies,3,3,0,0,1,0,0
companionable,3,3,0,0,1,0,0
companions,3,3,0,0,1,0,0
companionship,3,3,0,0,1,0,0
companionway,3,2,-1,1,0.5,1,0
company's,3,2,-1,1,0.5,1,0
comparably,3,3,0,0,1,0,0
comparatively,3,3,0,0,1,0,0
comparatives,3,3,0,0,1,0,0
comparisons,3,3,0,0,1,0,0
compartmentalize,3,4,1,1,0.5,0,1
compassion,3,2,-1,1,0.5,1,0
compatriot,3,3,0,0,1,0,0
compelled,3,3,0,0,1,0,0
compelling,3,3,0,0,1,0,0
compels,3,2,-1,1,0.5,1,0
compendiously,3,3,0,0,1,0,0
compendiums,3,3,0,0,1,0,0
compensate,3,2,-1,1,0.5,1,0
competency,3,3,0,0,1,0,0
competently,3,3,0,0,1,0,0
competitions,3,3,0,0,1,0,0
competitively,3,3,0,0,1,0,0
competitiveness,3,3,0,0,1,0,0
competitors,3,3,0,0,1,0,0
compilations,3,3,0,0,1,0,0
compilers,3,3,0,0,1,0,0
complacency,3,3,0,0,1,0,0
complacently,3,3,0,0,1,0,0
complainants,3,3,0,0,1,0,0
complainers,3,3,0,0,1,0,0
complainingly,3,3,0,0,1,0,0
complementary,3,3,0,0,1,0,0
complemented,3,3,0,0,1,0,0
complementing,3,3,0,0,1,0,0
complements,3,3,0,0,1,0,0
completed,3,3,0,0,1,0,0
completely,3,2,-1,1,0.5,1,0
completeness,3,3,0,0,1,0,0
completes,3,3,0,0,1,0,0
completing,3,3,0,0,1,0,0
completion,3,3,0,0,1,0,0
complexes,3,3,0,0,1,0,0
complexity,3,3,0,0,1,0,0
compliant,3,3,0,0,1,0,0
compliantly,3,3,0,0,1,0,0
complicate,3,2,-1,1,0.5,1,0
complicity,3,2,-1,1,0.5,1,0
composed,3,3,0,0,1,0,0
composer,3,2,-1,1,0.5,1,0
composes,3,3,0,0,1,0,0
composing,3,3,0,0,1,0,0
composite,3,2,-1,1,0.5,1,0
composure,3,2,-1,1,0.5,1,0
compounded,3,3,0,0,1,0,0
compounding,3,3,0,0,1,0,0
compounds,3,3,0,0,1,0,0
comprehended,3,3,0,0,1,0,0
comprehending,3,3,0,0,1,0,0
comprehends,3,3,0,0,1,0,0
comprehensible,3,3,0,0,1,0,0
comprehension,3,3,0,0,1,0,0
comprehensive,3,3,0,0,1,0,0
compressed,3,3,0,0,1,0,0
compresses,3,3,0,0,1,0,0
compressible,3,3,0,0,1,0,0
compressing,3,3,0,0,1,0,0
compression,3,3,0,0,1,0,0
compressive,3,3,0,0,1,0,0
compressor,3,3,0,0,1,0,0
compulsion,3,3,0,0,1,0,0
compulsive,3,3,0,0,1,0,0
compulsory,3,3,0,0,1,0,0
computation,3,3,0,0,1,0,0
computed,3,3,0,0,1,0,0
computer,3,2,-1,1,0.5,1,0
computes,3,3,0,0,1,0,0
computing,3,3,0,0,1,0,0
comradeships,3,3,0,0,1,0,0
CONANT'S,3,2,-1,1,0.5,1,0
concatenated,3,3,0,0,1,0,0
concatenates,3,3,0,0,1,0,0
concatenating,3,3,0,0,1,0,0
concatenation,3,3,0,0,1,0,0
concavities,3,3,0,0,1,0,0
conceded,3,3,0,0,1,0,0
concedes,3,3,0,0,1,0,0
conceding,3,3,0,0,1,0,0
conceitedly,3,3,0,0,1,0,0
conceitedness,3,3,0,0,1,0,0
conceivable,3,3,0,0,1,0,0
conceived,3,3,0,0,1,0,0
conceives,3,3,0,0,1,0,0
conceiving,3,3,0,0,1,0,0
concentrate,3,2,-1,1,0.5,1,0
concentric,3,3,0,0,1,0,0
conception,3,3,0,0,1,0,0
concepts,3,2,-1,1,0.5,1,0
conceptual,3,3,0,0,1,0,0
concerned,3,3,0,0,1,0,0
concerning,3,3,0,0,1,0,0
concerns,3,3,0,0,1,0,0
concertedly,3,3,0,0,1,0,0
concertgoer,3,3,0,0,1,0,0
concertmasters,3,3,0,0,1,0,0
concession,3,3,0,0,1,0,0
concessive,3,3,0,0,1,0,0
conciliated,3,3,0,0,1,0,0
conciliates,3,3,0,0,1,0,0
conciliating,3,3,0,0,1,0,0
conciliation,3,3,0,0,1,0,0
conciliator,3,3,0,0,1,0,0
conciliatory,3,3,0,0,1,0,0
concluded,3,3,0,0,1,0,0
concludes,3,3,0,0,1,0,0
concluding,3,3,0,0,1,0,0
conclusion,3,3,0,0,1,0,0
conclusive,3,3,0,0,1,0,0
concocted,3,3,0,0,1,0,0
concocting,3,3,0,0,1,0,0
concoction,3,3,0,0,1,0,0
concocts,3,3,0,0,1,0,0
concomitances,3,4,1,1,0.5,0,1
concomitantly,3,4,1,1,0.5,0,1
concomitants,3,3,0,0,1,0,0
concordance,3,3,0,0,1,0,0
concordant,3,3,0,0,1,0,0
concordat,3,3,0,0,1,0,0
concords,3,3,0,0,1,0,0
concretions,3,3,0,0,1,0,0
concurred,3,3,0,0,1,0,0
concurrence,3,2,-1,1,0.5,1,0
concurrent,3,3,0,0,1,0,0
concurring,3,3,0,0,1,0,0
concurs,3,2,-1,1,0.5,1,0
concussions,3,3,0,0,1,0,0
condemnations,3,4,1,1,0.5,0,1
condensations,3,4,1,1,0.5,0,1
condensers,3,3,0,0,1,0,0
condescend,3,3,0,0,1,0,0
conditionally,3,3,0,0,1,0,0
conditionals,3,3,0,0,1,0,0
conditioners,3,3,0,0,1,0,0
condolences,3,3,0,0,1,0,0
condominium,3,3,0,0,1,0,0
condonations,3,3,0,0,1,0,0
conducive,3,3,0,0,1,0,0
conductance,3,3,0,0,1,0,0
conducted,3,3,0,0,1,0,0
conducting,3,3,0,0,1,0,0
conduction,3,3,0,0,1,0,0
conductive,3,3,0,0,1,0,0
conductor,3,2,-1,1,0.5,1,0
conductress,3,3,0,0,1,0,0
conducts,3,3,0,0,1,0,0
confabbed,3,3,0,0,1,0,0
confabs,3,2,-1,1,0.5,1,0
confabulate,3,3,0,0,1,0,0
confection,3,2,-1,1,0.5,1,0
confederacy,3,3,0,0,1,0,0
confederate,3,3,0,0,1,0,0
conference,3,2,-1,1,0.5,1,0
conferment,3,3,0,0,1,0,0
conferred,3,3,0,0,1,0,0
conferring,3,3,0,0,1,0,0
confers,3,2,-1,1,0.5,1,0
confessedly,3,3,0,0,1,0,0
confessional,3,3,0,0,1,0,0
confessions,3,3,0,0,1,0,0
confessors,3,3,0,0,1,0,0
confidants,3,3,0,0,1,0,0
confidences,3,3,0,0,1,0,0
confidential,3,3,0,0,1,0,0
confidently,3,3,0,0,1,0,0
confidingly,3,3,0,0,1,0,0
configuration,3,3,0,0,1,0,0
confined,3,3,0,0,1,0,0
confinement,3,3,0,0,1,0,0
confines,3,3,0,0,1,0,0
confining,3,3,0,0,1,0,0
confirmation,3,3,0,0,1,0,0
confirmed,3,3,0,0,1,0,0
confirming,3,3,0,0,1,0,0
confirms,3,3,0,0,1,0,0
confiscated,3,3,0,0,1,0,0
confiscates,3,3,0,0,1,0,0
confiscating,3,3,0,0,1,0,0
confiscation,3,3,0,0,1,0,0
confiscatory,3,3,0,0,1,0,0
conflagrations,3,4,1,1,0.5,0,1
conflated,3,3,0,0,1,0,0
conflates,3,3,0,0,1,0,0
conflating,3,3,0,0,1,0,0
conflation,3,3,0,0,1,0,0
confluence,3,2,-1,1,0.5,1,0
confluent,3,2,-1,1,0.5,1,0
conformable,3,3,0,0,1,0,0
conformance,3,3,0,0,1,0,0
conformation,3,3,0,0,1,0,0
conformed,3,3,0,0,1,0,0
conforming,3,3,0,0,1,0,0
conformist,3,3,0,0,1,0,0
conformity,3,3,0,0,1,0,0
conforms,3,3,0,0,1,0,0
confounded,3,3,0,0,1,0,0
confounding,3,3,0,0,1,0,0
confounds,3,3,0,0,1,0,0
confraternity,3,3,0,0,1,0,0
confrontation,3,3,0,0,1,0,0
confronted,3,3,0,0,1,0,0
confronting,3,3,0,0,1,0,0
confronts,3,3,0,0,1,0,0
Confucianism,3,3,0,0,1,0,0
confusedly,3,3,0,0,1,0,0
confusingly,3,3,0,0,1,0,0
confusions,3,3,0,0,1,0,0
congeniality,3,3,0,0,1,0,0
congenially,3,3,0,0,1,0,0
congenital,3,3,0,0,1,0,0
congested,3,3,0,0,1,0,0
congesting,3,2,-1,1,0.5,1,0
congestion,3,2,-1,1,0.5,1,0
congestive,3,2,-1,1,0.5,1,0
congests,3,2,-1,1,0.5,1,0
conglomerate,3,3,0,0,1,0,0
congratulations,3,4,1,1,0.5,0,1
congregate,3,2,-1,1,0.5,1,0
congresses,3,3,0,0,1,0,0
congressman,3,2,-1,1,0.5,1,0
congressmen,3,3,0,0,1,0,0
congresswoman,3,3,0,0,1,0,0
congresswomen,3,3,0,0,1,0,0
congruities,3,3,0,0,1,0,0
congruously,3,3,0,0,1,0,0
conical,3,2,-1,1,0.5,1,0
conjoined,3,3,0,0,1,0,0
conjoining,3,3,0,0,1,0,0
conjoins,3,3,0,0,1,0,0
conjoint,3,2,-1,1,0.5,1,0
conjugal,3,2,-1,1,0.5,1,0
conjugate,3,2,-1,1,0.5,1,0
conjunction,3,3,0,0,1,0,0
conjunctive,3,3,0,0,1,0,0
conjuncts,3,3,0,0,1,0,0
conjuncture,3,2,-1,1,0.5,1,0
conjurers,3,3,0,0,1,0,0
connections,3,3,0,0,1,0,0
connectives,3,3,0,0,1,0,0
connotations,3,3,0,0,1,0,0
conquerors,3,3,0,0,1,0,0
conquests,3,3,0,0,1,0,0
consanguineous,3,3,0,0,1,0,0
consanguinity,3,3,0,0,1,0,0
consciences,3,3,0,0,1,0,0
conscientious,3,3,0,0,1,0,0
conscionable,3,3,0,0,1,0,0
consciously,3,3,0,0,1,0,0
consciousness,3,3,0,0,1,0,0
conscripted,3,3,0,0,1,0,0
conscripting,3,3,0,0,1,0,0
conscription,3,3,0,0,1,0,0
conscripts,3,3,0,0,1,0,0
consecrated,3,3,0,0,1,0,0
consecrates,3,3,0,0,1,0,0
consecrating,3,3,0,0,1,0,0
consecration,3,3,0,0,1,0,0
consecutively,3,3,0,0,1,0,0
consented,3,3,0,0,1,0,0
consenting,3,3,0,0,1,0,0
consents,3,3,0,0,1,0,0
consequences,3,3,0,0,1,0,0
consequential,3,3,0,0,1,0,0
consequently,3,3,0,0,1,0,0
conservancy,3,3,0,0,1,0,0
conservation,3,3,0,0,1,0,0
conservatism,3,3,0,0,1,0,0
conservative,3,3,0,0,1,0,0
conservatoire,3,3,0,0,1,0,0
conservatory,3,3,0,0,1,0,0
conserved,3,3,0,0,1,0,0
conserves,3,3,0,0,1,0,0
conserving,3,3,0,0,1,0,0
considerably,3,3,0,0,1,0,0
considerately,3,3,0,0,1,0,0
considerateness,3,3,0,0,1,0,0
considerations,3,4,1,1,0.5,0,1
consignees,3,3,0,0,1,0,0
consignments,3,4,1,1,0.5,0,1
consignors,3,3,0,0,1,0,0
consisted,3,3,0,0,1,0,0
consistence,3,2,-1,1,0.5,1,0
consistency,3,3,0,0,1,0,0
consistent,3,2,-1,1,0.5,1,0
consisting,3,3,0,0,1,0,0
consistory,3,3,0,0,1,0,0
consists,3,3,0,0,1,0,0
consolations,3,4,1,1,0.5,0,1
consolidate,3,3,0,0,1,0,0
consonance,3,3,0,0,1,0,0
consonant,3,2,-1,1,0.5,1,0
consortiums,3,3,0,0,1,0,0
conspiracies,3,3,0,0,1,0,0
conspiratorial,3,4,1,1,0.5,0,1
conspirators,3,3,0,0,1,0,0
constabularies,3,4,1,1,0.5,0,1
constantly,3,2,-1,1,0.5,1,0
constants,3,3,0,0,1,0,0
constellate,3,2,-1,1,0.5,1,0
constituency,3,3,0,0,1,0,0
constituent,3,3,0,0,1,0,0
constituted,3,3,0,0,1,0,0
constitutes,3,3,0,0,1,0,0
constituting,3,3,0,0,1,0,0
constitution,3,3,0,0,1,0,0
constitutive,3,3,0,0,1,0,0
constrained,3,3,0,0,1,0,0
constraining,3,3,0,0,1,0,0
constrains,3,3,0,0,1,0,0
constraint,3,2,-1,1,0.5,1,0
constricted,3,3,0,0,1,0,0
constricting,3,3,0,0,1,0,0
constriction,3,3,0,0,1,0,0
constrictive,3,3,0,0,1,0,0
constrictor,3,3,0,0,1,0,0
constricts,3,3,0,0,1,0,0
constructed,3,3,0,0,1,0,0
constructing,3,3,0,0,1,0,0
construction,3,3,0,0,1,0,0
constructive,3,3,0,0,1,0,0
constructor,3,3,0,0,1,0,0
constructs,3,3,0,0,1,0,0
consulates,3,3,0,0,1,0,0
consulships,3,3,0,0,1,0,0
consultancies,3,3,0,0,1,0,0
consultants,3,3,0,0,1,0,0
consultations,3,3,0,0,1,0,0
consumed,3,3,0,0,1,0,0
consumer,3,2,-1,1,0.5,1,0
consumes,3,3,0,0,1,0,0
consuming,3,3,0,0,1,0,0
consummate,3,3,0,0,1,0,0
consumption,3,3,0,0,1,0,0
consumptive,3,3,0,0,1,0,0
contagions,3,3,0,0,1,0,0
contagiously,3,3,0,0,1,0,0
contagiousness,3,3,0,0,1,0,0
contained,3,3,0,0,1,0,0
container,3,2,-1,1,0.5,1,0
containing,3,3,0,0,1,0,0
containment,3,3,0,0,1,0,0
contains,3,2,-1,1,0.5,1,0
contaminated,3,3,0,0,1,0,0
contaminates,3,3,0,0,1,0,0
contaminating,3,3,0,0,1,0,0
contamination,3,3,0,0,1,0,0
contaminator,3,3,0,0,1,0,0
contemporaneous,3,4,1,1,0.5,0,1
contemporary,3,3,0,0,1,0,0
contemptibly,3,3,0,0,1,0,0
contemptuously,3,4,1,1,0.5,0,1
contenders,3,3,0,0,1,0,0
contentedly,3,3,0,0,1,0,0
contentions,3,3,0,0,1,0,0
contentiously,3,4,1,1,0.5,0,1
contentiousness,3,3,0,0,1,0,0
conterminous,3,3,0,0,1,0,0
contestable,3,3,0,0,1,0,0
contestant,3,3,0,0,1,0,0
contested,3,3,0,0,1,0,0
contesting,3,3,0,0,1,0,0
contests,3,3,0,0,1,0,0
contexts,3,3,0,0,1,0,0
contextual,3,3,0,0,1,0,0
contiguously,3,3,0,0,1,0,0
contiguousness,3,3,0,0,1,0,0
continental,3,3,0,0,1,0,0
continents,3,3,0,0,1,0,0
contingency,3,3,0,0,1,0,0
contingently,3,3,0,0,1,0,0
contingents,3,3,0,0,1,0,0
continually,3,3,0,0,1,0,0
continuations,3,4,1,1,0.5,0,1
continuities,3,3,0,0,1,0,0
continuously,3,3,0,0,1,0,0
contorted,3,3,0,0,1,0,0
contorting,3,3,0,0,1,0,0
contortion,3,3,0,0,1,0,0
contorts,3,3,0,0,1,0,0
contrabasses,3,3,0,0,1,0,0
contraception,3,3,0,0,1,0,0
contraceptive,3,3,0,0,1,0,0
contractions,3,3,0,0,1,0,0
contractors,3,3,0,0,1,0,0
contractor's,3,3,0,0,1,0,0
contractually,3,3,0,0,1,0,0
contradicted,3,3,0,0,1,0,0
contradicting,3,3,0,0,1,0,0
contradiction,3,3,0,0,1,0,0
contradictory,3,3,0,0,1,0,0
contradicts,3,3,0,0,1,0,0
contradistinction,3,4,1,1,0.5,0,1
contradistinguished,3,4,1,1,0.5,0,1
contradistinguishes,3,4,1,1,0.5,0,1
contradistinguishing,3,4,1,1,0.5,0,1
contraindicate,3,3,0,0,1,0,0
contrapuntal,3,3,0,0,1,0,0
contrarieties,3,4,1,1,0.5,0,1
contravened,3,3,0,0,1,0,0
contravenes,3,3,0,0,1,0,0
contravening,3,3,0,0,1,0,0
contravention,3,3,0,0,1,0,0
contributed,3,3,0,0,1,0,0
contributes,3,3,0,0,1,0,0
contributing,3,3,0,0,1,0,0
contribution,3,3,0,0,1,0,0
contributor,3,3,0,0,1,0,0
contrivances,3,3,0,0,1,0,0
contrivers,3,3,0,0,1,0,0
controllers,3,3,0,0,1,0,0
controller's,3,3,0,0,1,0,0
controversial,3,3,0,0,1,0,0
controversies,3,3,0,0,1,0,0
controverted,3,3,0,0,1,0,0
controvertible,3,3,0,0,1,0,0
controverting,3,3,0,0,1,0,0
controverts,3,3,0,0,1,0,0
contumacies,3,3,0,0,1,0,0
contumaciously,3,4,1,1,0.5,0,1
conurbation,3,3,0,0,1,0,0
convalescents,3,4,1,1,0.5,0,1
convection,3,3,0,0,1,0,0
convector,3,3,0,0,1,0,0
convened,3,3,0,0,1,0,0
convener,3,3,0,0,1,0,0
convenes,3,3,0,0,1,0,0
convenience,3,3,0,0,1,0,0
convenient,3,3,0,0,1,0,0
convening,3,3,0,0,1,0,0
convention,3,3,0,0,1,0,0
converged,3,3,0,0,1,0,0
convergence,3,3,0,0,1,0,0
convergent,3,3,0,0,1,0,0
converges,3,3,0,0,1,0,0
converging,3,3,0,0,1,0,0
conversational,3,3,0,0,1,0,0
conversations,3,3,0,0,1,0,0
conversely,3,3,0,0,1,0,0
conversion,3,3,0,0,1,0,0
converted,3,3,0,0,1,0,0
converter,3,3,0,0,1,0,0
convertible,3,3,0,0,1,0,0
converting,3,3,0,0,1,0,0
converts,3,3,0,0,1,0,0
convexities,3,3,0,0,1,0,0
conveyance,3,3,0,0,1,0,0
conveyed,3,3,0,0,1,0,0
conveyer,3,3,0,0,1,0,0
conveying,3,3,0,0,1,0,0
conveyor,3,3,0,0,1,0,0
conveys,3,3,0,0,1,0,0
convictions,3,3,0,0,1,0,0
convincingly,3,3,0,0,1,0,0
convivial,3,2,-1,1,0.5,1,0
convoked,3,3,0,0,1,0,0
convokes,3,3,0,0,1,0,0
convoking,3,3,0,0,1,0,0
convoluted,3,3,0,0,1,0,0
convolutes,3,3,0,0,1,0,0
convoluting,3,3,0,0,1,0,0
convolution,3,3,0,0,1,0,0
convolved,3,3,0,0,1,0,0
convolves,3,3,0,0,1,0,0
convolving,3,3,0,0,1,0,0
convulsions,3,3,0,0,1,0,0
convulsively,3,3,0,0,1,0,0
cookbooks,3,3,0,0,1,0,0
cookers,3,3,0,0,1,0,0
cookhouses,3,3,0,0,1,0,0
cookies,3,2,-1,1,0.5,1,0
coolants,3,3,0,0,1,0,0
coolers,3,3,0,0,1,0,0
coolheaded,3,3,0,0,1,0,0
COOLNESSES,3,3,0,0,1,0,0
cooperate,3,2,-1,1,0.5,1,0
coopers,3,3,0,0,1,0,0
coordinate,3,2,-1,1,0.5,1,0
copestones,3,3,0,0,1,0,0
copiers,3,3,0,0,1,0,0
copilots,3,3,0,0,1,0,0
copings,3,3,0,0,1,0,0
copingstone,3,3,0,0,1,0,0
copperheads,3,3,0,0,1,0,0
coppersmiths,3,3,0,0,1,0,0
copybooks,3,3,0,0,1,0,0
copycats,3,3,0,0,1,0,0
copygirls,3,3,0,0,1,0,0
copyholder,3,3,0,0,1,0,0
copyholds,3,3,0,0,1,0,0
copyists,3,3,0,0,1,0,0
copyrighted,3,3,0,0,1,0,0
copyrighting,3,3,0,0,1,0,0
copyrights,3,3,0,0,1,0,0
copywriter,3,3,0,0,1,0,0
coquettishly,3,3,0,0,1,0,0
cordiality,3,3,0,0,1,0,0
cordially,3,2,-1,1,0.5,1,0
cordials,3,2,-1,1,0.5,1,0
corers,3,2,-1,1,0.5,1,0
Corinthians,3,3,0,0,1,0,0
corkers,3,2,-1,1,0.5,1,0
corkscrews,3,3,0,0,1,0,0
corncobs,3,3,0,0,1,0,0
corncrakes,3,3,0,0,1,0,0
cornerstones,3,3,0,0,1,0,0
cornfields,3,3,0,0,1,0,0
cornflakes,3,3,0,0,1,0,0
cornflowers,3,3,0,0,1,0,0
cornier,3,2,-1,1,0.5,1,0
corniest,3,3,0,0,1,0,0
coronation,3,3,0,0,1,0,0
coronets,3,3,0,0,1,0,0
corporals,3,3,0,0,1,0,0
corporately,3,3,0,0,1,0,0
corporation,3,3,0,0,1,0,0
CORPOREALITY,3,3,0,0,1,0,0
corporeally,3,3,0,0,1,0,0
corpulency,3,3,0,0,1,0,0
corrections,3,3,0,0,1,0,0
correctively,3,3,0,0,1,0,0
correlated,3,3,0,0,1,0,0
correlates,3,3,0,0,1,0,0
correlating,3,3,0,0,1,0,0
correlation,3,3,0,0,1,0,0
corresponded,3,3,0,0,1,0,0
correspondence,3,3,0,0,1,0,0
correspondent,3,3,0,0,1,0,0
corresponding,3,3,0,0,1,0,0
corresponds,3,3,0,0,1,0,0
corroborated,3,3,0,0,1,0,0
corroborates,3,3,0,0,1,0,0
corroborating,3,3,0,0,1,0,0
corroboration,3,3,0,0,1,0,0
corroborative,3,3,0,0,1,0,0
corroborator,3,3,0,0,1,0,0
corroborees,3,3,0,0,1,0,0
corrosively,3,3,0,0,1,0,0
corrosiveness,3,3,0,0,1,0,0
corrosives,3,3,0,0,1,0,0
corrugations,3,3,0,0,1,0,0
corruptibility,3,4,1,1,0.5,0,1
cortical,3,2,-1,1,0.5,1,0
cosignatory,3,3,0,0,1,0,0
cosines,3,3,0,0,1,0,0
cosmical,3,2,-1,1,0.5,1,0
cosmically,3,3,0,0,1,0,0
cosmogonies,3,3,0,0,1,0,0
cosmology,3,2,-1,1,0.5,1,0
cosmonauts,3,3,0,0,1,0,0
cosmopolitan,3,3,0,0,1,0,0
cosmopolites,3,3,0,0,1,0,0
COSPONSORED,3,3,0,0,1,0,0
COSPONSORS,3,3,0,0,1,0,0
costermongers,3,3,0,0,1,0,0
costings,3,3,0,0,1,0,0
costlier,3,2,-1,1,0.5,1,0
costliest,3,2,-1,1,0.5,1,0
costliness,3,3,0,0,1,0,0
costumers,3,3,0,0,1,0,0
cotangent,3,3,0,0,1,0,0
cottagers,3,3,0,0,1,0,0
cottonseeds,3,3,0,0,1,0,0
cottontails,3,3,0,0,1,0,0
councillors,3,3,0,0,1,0,0
councillorship,3,3,0,0,1,0,0
counsellors,3,3,0,0,1,0,0
counselors,3,3,0,0,1,0,0
countdowns,3,3,0,0,1,0,0
counteracted,3,3,0,0,1,0,0
counteracting,3,3,0,0,1,0,0
counteraction,3,3,0,0,1,0,0
counteracts,3,3,0,0,1,0,0
counterattacked,3,3,0,0,1,0,0
counterattacker,3,3,0,0,1,0,0
counterattacking,3,3,0,0,1,0,0
counterattacks,3,3,0,0,1,0,0
counterattraction,3,3,0,0,1,0,0
counterbalanced,3,3,0,0,1,0,0
counterbalances,3,4,1,1,0.5,0,1
